ID;Length;Utcclk;TimeZoneDirection;SummerTime;TimeZoneHour;FrameTime;AlgorithmId;UniqueInfoFlag;ResultInfoFlag;ResultInfoLength;AreaNum;AreaLength;ImageWidth;ImageHeight;AreaId;DtctArea;AlmType;Dir;AlmObj;Hstart;Vstart;Hcnt;Vcnt
47;40;1700567040;0;false;0;78;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;81;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;84;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;88;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;91;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;94;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567040;0;false;0;98;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567041;0;false;0;1;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567041;0;false;0;4;256;0;1;16;1;16;800;450;3855;0;15;0;4;490;177;60;180
47;40;1700567041;0;false;0;8;256;0;1;16;1;16;800;450;3856;0;15;0;4;480;175;87;185
47;40;1700567041;0;false;0;11;256;0;1;16;1;16;800;450;3856;0;15;0;4;480;175;87;185
47;40;1700567041;0;false;0;14;256;0;1;16;1;16;800;450;3856;0;15;0;4;480;175;87;185
47;40;1700567041;0;false;0;18;256;0;1;16;1;16;800;450;3856;0;15;0;4;480;175;87;185
47;40;1700567041;0;false;0;21;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;182
47;40;1700567041;0;false;0;24;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;182
47;40;1700567041;0;false;0;28;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;82;182
47;40;1700567041;0;false;0;31;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;82;182
47;40;1700567041;0;false;0;34;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;82;182
47;40;1700567041;0;false;0;38;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;82;182
47;40;1700567041;0;false;0;41;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;180
47;40;1700567041;0;false;0;44;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;180
47;40;1700567041;0;false;0;48;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;51;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;54;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;58;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;61;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;172;77;180
47;40;1700567041;0;false;0;64;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;172;77;180
47;40;1700567041;0;false;0;68;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;71;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;74;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;78;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;172;77;180
47;40;1700567041;0;false;0;81;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;180
47;40;1700567041;0;false;0;84;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;180
47;40;1700567041;0;false;0;88;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;77;180
47;40;1700567041;0;false;0;91;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;77;180
47;40;1700567041;0;false;0;94;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;77;180
47;40;1700567041;0;false;0;98;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;77;180
47;40;1700567042;0;false;0;1;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;182
47;40;1700567042;0;false;0;4;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;182
47;40;1700567042;0;false;0;8;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;11;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;14;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;18;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;21;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;24;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;182
47;40;1700567042;0;false;0;28;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;187
47;40;1700567042;0;false;0;31;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;187
47;40;1700567042;0;false;0;34;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;187
47;40;1700567042;0;false;0;38;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;77;187
47;40;1700567042;0;false;0;41;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;177;80;187
47;40;1700567042;0;false;0;44;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;177;80;187
47;40;1700567042;0;false;0;48;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;51;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;54;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;58;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;61;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;185
47;40;1700567042;0;false;0;64;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;185
47;40;1700567042;0;false;0;68;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;71;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;74;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;78;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;80;185
47;40;1700567042;0;false;0;81;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567042;0;false;0;84;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567042;0;false;0;88;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567042;0;false;0;91;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567042;0;false;0;94;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567042;0;false;0;98;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;177;80;185
47;40;1700567043;0;false;0;1;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;185
47;40;1700567043;0;false;0;4;256;0;1;16;1;16;800;450;3855;0;15;0;4;482;175;80;185
47;40;1700567043;0;false;0;8;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;182
47;40;1700567043;0;false;0;11;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;182
47;40;1700567043;0;false;0;14;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;182
47;40;1700567043;0;false;0;18;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;182
47;40;1700567043;0;false;0;21;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;182
47;40;1700567043;0;false;0;24;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;182
47;40;1700567043;0;false;0;48;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;185
47;40;1700567043;0;false;0;51;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;185
47;40;1700567043;0;false;0;54;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;185
47;40;1700567043;0;false;0;58;256;0;1;16;1;16;800;450;3855;0;15;0;4;477;175;85;185
47;40;1700567043;0;false;0;61;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;85;185
47;40;1700567043;0;false;0;64;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;85;185
47;40;1700567043;0;false;0;68;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;185
47;40;1700567043;0;false;0;71;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;185
47;40;1700567043;0;false;0;74;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;185
47;40;1700567043;0;false;0;78;256;0;1;16;1;16;800;450;3855;0;15;0;4;480;175;82;185
