ID;Length;Utcclk;TimeZoneDirection;SummerTime;TimeZoneHour;FrameTime;AlgorithmId;UniqueInfoFlag;ResultInfoFlag;ResultInfoLength;AreaNum;AreaLength;ImageWidth;ImageHeight;AreaId;DtctArea;AlmType;Dir;AlmObj;Hstart;Vstart;Hcnt;Vcnt
47;40;1700565469;0;false;0;67;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;175;55;165
47;40;1700565469;0;false;0;70;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;175;55;165
47;40;1700565469;0;false;0;74;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;175;55;165
47;40;1700565469;0;false;0;77;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;177;52;157
47;40;1700565469;0;false;0;80;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;177;52;157
47;40;1700565469;0;false;0;84;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;177;52;157
47;40;1700565469;0;false;0;87;256;0;1;16;1;16;800;450;2140;0;15;0;4;482;177;52;157
47;40;1700565469;0;false;0;90;256;0;1;16;1;16;800;450;2140;0;15;0;4;480;175;50;150
47;40;1700565469;0;false;0;94;256;0;1;16;1;16;800;450;2140;0;15;0;4;480;175;50;150
47;40;1700565469;0;false;0;97;256;0;1;16;1;16;800;450;2140;0;15;0;4;477;175;47;142
47;40;1700565470;0;false;0;0;256;0;1;16;1;16;800;450;2140;0;15;0;4;477;175;47;142
47;40;1700565470;0;false;0;4;256;0;1;16;1;16;800;450;2140;0;15;0;4;477;175;47;142
47;40;1700565470;0;false;0;7;256;0;1;16;1;16;800;450;2140;0;15;0;4;477;175;47;142
47;40;1700565470;0;false;0;10;256;0;1;16;1;16;800;450;2140;0;15;0;4;477;175;47;142
47;40;1700565470;0;false;0;37;256;0;1;16;1;16;800;450;2140;0;15;0;4;472;172;47;142
47;40;1700565470;0;false;0;40;256;0;1;16;1;16;800;450;2140;0;15;0;4;472;172;47;142
47;40;1700565470;0;false;0;44;256;0;1;16;1;16;800;450;2140;0;15;0;4;472;172;47;142
47;40;1700565470;0;false;0;47;256;0;1;16;1;16;800;450;2140;0;15;0;4;472;172;47;142
47;56;1700565470;0;false;0;50;256;0;1;32;2;16;800;450;2160;0;15;0;4;455;150;75;202
47;56;1700565470;0;false;0;50;256;0;1;32;2;16;800;450;2140;0;15;0;4;467;167;50;150
47;56;1700565470;0;false;0;54;256;0;1;32;2;16;800;450;2160;0;15;0;4;455;150;75;202
47;56;1700565470;0;false;0;54;256;0;1;32;2;16;800;450;2140;0;15;0;4;467;167;50;150
47;40;1700565470;0;false;0;57;256;0;1;16;1;16;800;450;2140;0;15;0;4;452;147;75;205
47;40;1700565470;0;false;0;60;256;0;1;16;1;16;800;450;2140;0;15;0;4;452;147;75;205
47;40;1700565470;0;false;0;64;256;0;1;16;1;16;800;450;2140;0;15;0;4;452;147;75;205
47;40;1700565470;0;false;0;67;256;0;1;16;1;16;800;450;2140;0;15;0;4;452;147;75;205
47;40;1700565470;0;false;0;70;256;0;1;16;1;16;800;450;2140;0;15;0;4;445;137;75;212
47;40;1700565470;0;false;0;74;256;0;1;16;1;16;800;450;2140;0;15;0;4;445;137;75;212
47;40;1700565470;0;false;0;77;256;0;1;16;1;16;800;450;2140;0;15;0;4;440;120;77;232
47;40;1700565470;0;false;0;80;256;0;1;16;1;16;800;450;2140;0;15;0;4;440;120;77;232
47;40;1700565470;0;false;0;84;256;0;1;16;1;16;800;450;2140;0;15;0;4;440;120;77;232
47;40;1700565470;0;false;0;87;256;0;1;16;1;16;800;450;2140;0;15;0;4;440;120;77;232
